year_month,geography,segment,variety,timeframe,period,date,units_prior_year,units_current_year,unit_variance,dollars_prior_year,dollars_current_year,dollar_variance,avg_price_prior_year,avg_price_current_year,avg_price_variance
2020-01-01,California,avocados,hass,last 04 wks,1,2020-01-26,29370491.67,28311217.04,-0.036065948,31421462.15,32580574.41,0.036889188999999996,1.069830989,1.1508009129999999,0.07568478099999999
2020-01-01,GreatLakes,avocados,hass,last 04 wks,1,2020-01-26,19014870.07,19696175.34,0.03583013,19467894.65,18625709.19,-0.043260223,1.023824753,0.945651065,-0.076354559
2020-01-01,Midsouth,avocados,hass,last 04 wks,1,2020-01-26,17984940.39,18155641.86,0.009491356,19227934.33,18535197.49,-0.036027627,1.0691130420000001,1.0209056570000001,-0.045091007999999995
2020-01-01,Northeast,avocados,hass,last 04 wks,1,2020-01-26,24394834.55,25000503.93,0.024827772,30086378.99,30089693.01,0.00011015,1.233309409,1.20356346,-0.024118805
2020-01-01,Plains,avocados,hass,last 04 wks,1,2020-01-26,9924781.46,9289036.12,-0.06405635700000001,10515116.45,9556103.56,-0.09120325900000001,1.059480906,1.028750824,-0.029004847
2020-01-01,SouthCentral,avocados,hass,last 04 wks,1,2020-01-26,32602631.47,31190787.75,-0.043304594,25576245.23,23493208.47,-0.081444197,0.7844840759999999,0.753209847,-0.039865983
2020-01-01,Southeast,avocados,hass,last 04 wks,1,2020-01-26,24333979.01,26813692.3,0.10190332199999999,24283644.32,24223711.27,-0.002468042,0.9979315059999999,0.9034082659999999,-0.094719166
2020-01-01,TotalUS,avocados,hass,last 04 wks,1,2020-01-26,190208128.3,192690835.6,0.013052582,193790991.3,189803849.8,-0.020574442,1.01883654,0.9850175240000001,-0.03319376
2020-01-01,West,avocados,hass,last 04 wks,1,2020-01-26,32581599.78,34233781.09,0.05070903,33212314.95,32699652.26,-0.015435922,1.019358017,0.955186696,-0.062952682
2020-01-01,Albany,avocados,hass,last 04 wks,1,2020-01-26,540678.15,608347.21,0.12515589900000001,619386.35,613600.07,-0.009341956,1.14557311,1.008634641,-0.119537084
2020-01-01,Atlanta,avocados,hass,last 04 wks,1,2020-01-26,3428614.16,3447096.06,0.005390486999999999,3206436.78,3142189.97,-0.020036823999999998,0.9351990720000001,0.91154697,-0.02529098
2020-01-01,Baltimore/Washington,avocados,hass,last 04 wks,1,2020-01-26,4115736.28,4389451.01,0.066504438,5237048.52,5290264.81,0.010161504,1.2724451140000002,1.205222429,-0.052829535999999996
2020-01-01,Boise,avocados,hass,last 04 wks,1,2020-01-26,466896.93,550799.39,0.179702317,551569.68,569747.19,0.032955963,1.181352124,1.0344005459999999,-0.12439269800000001
2020-01-01,Boston,avocados,hass,last 04 wks,1,2020-01-26,3176630.66,3138398.82,-0.012035343,4257055.35,3872170.06,-0.090411155,1.3401165590000002,1.233804332,-0.079330582
2020-01-01,Buffalo/Rochester,avocados,hass,last 04 wks,1,2020-01-26,856463.71,899936.91,0.050758952,993071.55,932382.03,-0.061112938,1.159502193,1.036052661,-0.106467701
2020-01-01,Charlotte,avocados,hass,last 04 wks,1,2020-01-26,1413539.62,1461905.22,0.034215949,1482895.03,1568391.78,0.057655295,1.049065063,1.072840947,0.022663878999999998
2020-01-01,Chicago,avocados,hass,last 04 wks,1,2020-01-26,3365060.32,3370124.36,0.0015048879999999998,4155927.94,4113182.48,-0.010285419,1.235023312,1.220483887,-0.011772591
2020-01-01,Cincinnati/Dayton,avocados,hass,last 04 wks,1,2020-01-26,1567537.28,1560837.19,-0.004274278,1282009.29,1268244.27,-0.010737067,0.817849315,0.812541038,-0.006490531999999999
2020-01-01,Columbus,avocados,hass,last 04 wks,1,2020-01-26,1077613.79,1114633.43,0.034353347,967698.51,882243.96,-0.08830699800000001,0.898001231,0.7915104070000001,-0.118586501
2020-01-01,Dallas/FtWorth,avocados,hass,last 04 wks,1,2020-01-26,7054710.03,6825167.17,-0.032537533,5078948.43,4772731.45,-0.060291414,0.719937235,0.699284183,-0.028687294
2020-01-01,Denver,avocados,hass,last 04 wks,1,2020-01-26,4179216.45,4535284.46,0.085199705,4569331.84,4343241.91,-0.049479867000000004,1.0933465390000001,0.957655898,-0.124105795
2020-01-01,Detroit,avocados,hass,last 04 wks,1,2020-01-26,2310452.43,2488574.36,0.077093961,2274526.02,2154206.08,-0.052898907,0.984450487,0.8656386220000001,-0.12068851300000001
2020-01-01,GrandRapids,avocados,hass,last 04 wks,1,2020-01-26,996671.45,910248.33,-0.08671174400000001,1204270.04,1066657.7,-0.114270334,1.2082919,1.171831537,-0.030175128
2020-01-01,Harrisburg/Scranton,avocados,hass,last 04 wks,1,2020-01-26,1557108.32,1651008.68,0.060304320999999994,1616401.3,1615289.08,-0.0006880839999999999,1.038078905,0.978364984,-0.05752349
2020-01-01,Hartford/Springfield,avocados,hass,last 04 wks,1,2020-01-26,1585921.58,1512510.72,-0.04628908599999999,2204301.85,2131146.07,-0.033187732000000005,1.3899185669999998,1.4090122090000001,0.013737237
2020-01-01,Houston,avocados,hass,last 04 wks,1,2020-01-26,6973982.7,5845656.07,-0.16179085599999998,4941271.31,4115862.02,-0.167043912,0.708529333,0.70408898,-0.0062669990000000005
2020-01-01,Indianapolis,avocados,hass,last 04 wks,1,2020-01-26,1142665.79,1253051.16,0.096603373,1015041.11,1007169.29,-0.007755174,0.8883097040000001,0.8037734790000001,-0.09516526199999999
2020-01-01,Jacksonville,avocados,hass,last 04 wks,1,2020-01-26,1068626.17,1224599.18,0.14595657,1102133.01,1110396.73,0.007497933000000001,1.031355062,0.906742997,-0.12082363300000001
2020-01-01,LasVegas,avocados,hass,last 04 wks,1,2020-01-26,1549970.36,1665969.33,0.074839476,1592310.85,1509844.1,-0.05179061,1.027316968,0.906285652,-0.11781302099999999
2020-01-01,LosAngeles,avocados,hass,last 04 wks,1,2020-01-26,14107883.64,13175548.48,-0.066086111,13471133.0,14203309.83,0.05435154,0.954865616,1.078005204,0.128960124
2020-01-01,Louisville,avocados,hass,last 04 wks,1,2020-01-26,579846.12,614038.51,0.058968041,585373.22,541063.26,-0.075695229,1.009532012,0.881155255,-0.127164622
2020-01-01,Miami/FTLauderdale,avocados,hass,last 04 wks,1,2020-01-26,4263645.87,5087971.24,0.193338142,4371303.45,4634723.1,0.060261122,1.025250122,0.9109177079999999,-0.11151660599999999
2020-01-01,Nashville,avocados,hass,last 04 wks,1,2020-01-26,1268485.39,1298599.84,0.023740478,1215126.49,1076145.63,-0.11437563199999999,0.9579349509999999,0.828696876,-0.134913206
2020-01-01,NewOrleans/Mobile,avocados,hass,last 04 wks,1,2020-01-26,1433115.36,1530332.29,0.06783608099999999,1462951.48,1295901.5,-0.114186959,1.020819064,0.846810532,-0.17045972
2020-01-01,NewYork,avocados,hass,last 04 wks,1,2020-01-26,8371742.33,8393223.32,0.002565892,10789717.82,11462097.88,0.062316742,1.288825838,1.3656371859999998,0.059597928
2020-01-01,NorthernNewEngland,avocados,hass,last 04 wks,1,2020-01-26,2587904.8,2916509.49,0.126977117,3057187.05,2905154.03,-0.049729708,1.181336752,0.99610649,-0.15679717199999998
2020-01-01,Orlando,avocados,hass,last 04 wks,1,2020-01-26,2452364.47,2876751.6,0.173052226,2451877.93,2546799.88,0.038713979,0.9998016040000001,0.885304063,-0.114520261
2020-01-01,Philadelphia,avocados,hass,last 04 wks,1,2020-01-26,2614648.79,2667331.29,0.020148978,2943265.86,3039568.91,0.032719793,1.125683064,1.1395543259999998,0.012322528999999999
2020-01-01,Phoenix/Tucson,avocados,hass,last 04 wks,1,2020-01-26,6216465.53,5864311.63,-0.056648573,4492269.24,4383709.73,-0.024165851000000002,0.722640417,0.747523325,0.03443332
2020-01-01,Pittsburgh,avocados,hass,last 04 wks,1,2020-01-26,614094.81,622354.57,0.013450301000000001,700392.88,673239.97,-0.038768113,1.1405289029999999,1.0817627159999998,-0.051525382
2020-01-01,Portland,avocados,hass,last 04 wks,1,2020-01-26,2995111.04,3425620.07,0.14373725199999998,3382631.33,3561322.09,0.052825964,1.129384282,1.039613856,-0.079486165
2020-01-01,Raleigh/Greensboro,avocados,hass,last 04 wks,1,2020-01-26,1833628.55,1813440.47,-0.011009907,1916897.21,1914452.16,-0.001275525,1.045411957,1.055701685,0.00984275
