year_month,geography,period,date,units_prior_year,units_current_year,unit_variance,dollars_prior_year,dollars_current_year,dollar_variance,avg_price_prior_year,avg_price_current_year,avg_price_variance,prod_total_volume,california,chile,mexico,peru,colombia
2018-06-01,California,6,2018-06-17,23028374.26,28628288.47,0.243174535,32965038.72,32516916.57,-0.013593861,1.431496568,1.135831665,-0.206542516,50646896,12202533,0,31575868,6868495,0
2018-06-01,Cincinnati/Dayton,6,2018-06-17,936430.16,1312328.42,0.401416225,1602346.41,1481499.31,-0.075418835,1.711122173,1.128908959,-0.340252276,50646896,12202533,0,31575868,6868495,0
2018-06-01,Roanoke,6,2018-06-17,619253.27,838233.95,0.353620547,820198.57,914320.87,0.114755504,1.324496147,1.090770506,-0.176463813,50646896,12202533,0,31575868,6868495,0
2018-06-01,SanFrancisco,6,2018-06-17,2689227.16,3719456.84,0.383095075,4974764.03,5302986.62,0.065977519,1.849886132,1.425742211,-0.229281097,50646896,12202533,0,31575868,6868495,0
2018-06-01,SouthCarolina,6,2018-06-17,1602609.26,2255331,0.407286889,2251721.21,2466438.63,0.095357018,1.405034444,1.093603835,-0.221653363,50646896,12202533,0,31575868,6868495,0
2018-06-01,Boise,6,2018-06-17,331159.1,458425.05,0.384304553,495935.2,544923.04,0.098778711,1.497573825,1.18868513,-0.206259411,50646896,12202533,0,31575868,6868495,0
2018-06-01,Syracuse,6,2018-06-17,326368,456955.61,0.400123817,497732.33,512381.43,0.029431683,1.525064743,1.121293664,-0.264756681,50646896,12202533,0,31575868,6868495,0
2018-06-01,Jacksonville,6,2018-06-17,712181.79,1045968.06,0.468681276,1067125.82,1148115.55,0.075895202,1.498389646,1.097658326,-0.26744133,50646896,12202533,0,31575868,6868495,0
2018-06-01,Raleigh/Greensboro,6,2018-06-17,1249346.63,1652838.7,0.322962467,1752683.47,2054931.82,0.172448908,1.402880056,1.243274265,-0.11377009,50646896,12202533,0,31575868,6868495,0
2018-06-01,West,6,2018-06-17,24659500.49,32893695.4,0.333915722,31467249.45,33572491.44,0.066902638,1.276070027,1.020636053,-0.20017238,50646896,12202533,0,31575868,6868495,0
2018-06-01,Louisville,6,2018-06-17,378816.7,548433.65,0.447754679,569877.35,591704.47,0.038301435,1.50436174,1.078898915,-0.282819493,50646896,12202533,0,31575868,6868495,0
2018-06-01,Orlando,6,2018-06-17,1550479.52,2204728.98,0.421965883,2226609.5,2545831.39,0.143366805,1.436077982,1.154713987,-0.19592529,50646896,12202533,0,31575868,6868495,0
2018-06-01,LosAngeles,6,2018-06-17,11666070.47,13816307.5,0.18431545,14789325.89,13961794.02,-0.055954671,1.267721289,1.010530058,-0.202876794,50646896,12202533,0,31575868,6868495,0
2018-06-01,NewYork,6,2018-06-17,6026162.46,9899412.01,0.642738986,10708402.7,12225284.5,0.141653414,1.776985398,1.23495057,-0.305030547,50646896,12202533,0,31575868,6868495,0
2018-06-01,GrandRapids,6,2018-06-17,736651.54,842035.54,0.143058141,1248872.68,1278199.43,0.023482578,1.695337092,1.517987507,-0.10461022,50646896,12202533,0,31575868,6868495,0
2018-06-01,Midsouth,6,2018-06-17,13099876.34,17334974.3,0.323292972,19141502.21,20763348.77,0.084729325,1.461197168,1.197772111,-0.180280295,50646896,12202533,0,31575868,6868495,0
2018-06-01,StLouis,6,2018-06-17,748071.86,970841.89,0.297792287,1129568.88,1151177.41,0.019129891,1.509973761,1.185751688,-0.214720336,50646896,12202533,0,31575868,6868495,0
2018-06-01,Charlotte,6,2018-06-17,939136.24,1244297.38,0.324938094,1381056.73,1585734.05,0.148203412,1.470560576,1.274401181,-0.133390898,50646896,12202533,0,31575868,6868495,0
2018-06-01,Dallas/FtWorth,6,2018-06-17,5116391.49,6578694.26,0.285807443,5273357.35,5294666.44,0.004040896,1.030679017,0.804820262,-0.219135881,50646896,12202533,0,31575868,6868495,0
2018-06-01,Columbus,6,2018-06-17,806376.88,1080633.48,0.340109702,975181.1,1144744.41,0.17387879,1.209336632,1.059327174,-0.124042764,50646896,12202533,0,31575868,6868495,0
2018-06-01,WestTex/NewMexico,6,2018-06-17,4018991.74,4368046.82,0.086851405,3879128.94,3688930.65,-0.049031185,0.96519953,0.844526353,-0.125024074,50646896,12202533,0,31575868,6868495,0
2018-06-01,Plains,6,2018-06-17,7950209.56,10366435.06,0.303919725,11460329.13,11089744.17,-0.032336328,1.441512836,1.069774142,-0.257880946,50646896,12202533,0,31575868,6868495,0
2018-06-01,NorthernNewEngland,6,2018-06-17,1840316.5,3138391.81,0.705354383,2953246.78,3173403.09,0.074547211,1.60474939,1.011155803,-0.369897998,50646896,12202533,0,31575868,6868495,0
2018-06-01,Atlanta,6,2018-06-17,2135084.61,3083727.81,0.44431176,2892568.22,3073512.18,0.062554777,1.3547792,0.996687247,-0.264317576,50646896,12202533,0,31575868,6868495,0
2018-06-01,Portland,6,2018-06-17,2377082.25,3134512.24,0.318638528,3332167.64,3540915.5,0.062646266,1.401788954,1.129654386,-0.194133765,50646896,12202533,0,31575868,6868495,0
2018-07-01,Richmond/Norfolk,7,2018-07-15,1141301.75,1408425.47,0.234051792,1408718.91,1549634.35,0.100030914,1.234308902,1.100260101,-0.108602312,52741471,13081786,0,27618124,12041561,0
2018-07-01,Seattle,7,2018-07-15,2311822.78,2776007.79,0.200787454,3687109.17,3967696.11,0.076099439,1.594892654,1.429281331,-0.103838539,52741471,13081786,0,27618124,12041561,0
2018-07-01,Indianapolis,7,2018-07-15,808429.65,999524.23,0.236377501,1089304.64,1020759.9,-0.062925225,1.347432816,1.021245778,-0.242080373,52741471,13081786,0,27618124,12041561,0
2018-07-01,GreatLakes,7,2018-07-15,15642945.62,19754763.3,0.262854438,21411387.64,21076549.39,-0.015638326,1.368756765,1.066909741,-0.220526416,52741471,13081786,0,27618124,12041561,0
2018-07-01,Detroit,7,2018-07-15,1575696.11,2405818.82,0.526829193,2027591.04,2389952.32,0.178715171,1.286790662,0.993404948,-0.227998013,52741471,13081786,0,27618124,12041561,0
2018-07-01,NorthernNewEngland,7,2018-07-15,2005110.8,2760718.76,0.376841001,2953017.04,3449561.75,0.168148271,1.472745067,1.249515814,-0.151573587,52741471,13081786,0,27618124,12041561,0
2018-07-01,Houston,7,2018-07-15,4929956.73,7091668.54,0.438484946,4817147.44,5060589.08,0.050536473,0.97711759,0.713596392,-0.269692411,52741471,13081786,0,27618124,12041561,0
2018-07-01,Philadelphia,7,2018-07-15,1781190.21,2495078.21,0.400792681,2705399.73,2986320.64,0.103837118,1.518871884,1.196884582,-0.211991087,52741471,13081786,0,27618124,12041561,0
2018-07-01,Nashville,7,2018-07-15,993104.67,1321124.76,0.330297601,1105836.53,1174769.42,0.062335515,1.11351458,0.889219138,-0.20143018,52741471,13081786,0,27618124,12041561,0
2018-07-01,StLouis,7,2018-07-15,764845.7,929740.67,0.215592465,1053971.02,1118102.9,0.060847859,1.378017841,1.202596526,-0.127299741,52741471,13081786,0,27618124,12041561,0
2018-07-01,Denver,7,2018-07-15,2857162.96,3992884.26,0.397499658,4101136.4,4366562.02,0.064720018,1.435387641,1.093585923,-0.238125025,52741471,13081786,0,27618124,12041561,0
2018-07-01,LosAngeles,7,2018-07-15,11831407.58,13377771.31,0.130699895,15241840.64,14105879.63,-0.074529123,1.288252521,1.054426728,-0.181506179,52741471,13081786,0,27618124,12041561,0
2018-07-01,Miami/FTLauderdale,7,2018-07-15,2318157.66,3651516.74,0.575180499,3356627.69,4421691.88,0.317301854,1.447972132,1.210919241,-0.163713711,52741471,13081786,0,27618124,12041561,0
2018-07-01,Roanoke,7,2018-07-15,636918.34,851041.85,0.336186755,791238.33,877009.73,0.108401472,1.242291641,1.030513047,-0.170474136,52741471,13081786,0,27618124,12041561,0
2018-07-01,Boise,7,2018-07-15,341151.18,457134.17,0.339975345,487717.56,556829.14,0.141704104,1.429622961,1.218086891,-0.147966335,52741471,13081786,0,27618124,12041561,0
2018-07-01,West,7,2018-07-15,24947657.89,31777282.5,0.273758148,31577727.8,33414761.13,0.058174969,1.265759212,1.051529851,-0.169249696,52741471,13081786,0,27618124,12041561,0
2018-07-01,NewOrleans/Mobile,7,2018-07-15,1084956.83,1466469.83,0.351638876,1437045.3,1490391.08,0.03712185,1.324518414,1.016312132,-0.232693089,52741471,13081786,0,27618124,12041561,0
2018-07-01,SanDiego,7,2018-07-15,2029416.67,2314383.61,0.140418153,2851849,2647673.73,-0.071593997,1.405255531,1.144008158,-0.185907379,52741471,13081786,0,27618124,12041561,0
2018-07-01,NewYork,7,2018-07-15,6147098.39,9034713.11,0.469752481,9722834.22,11263740.24,0.158483214,1.581694908,1.246718086,-0.211783461,52741471,13081786,0,27618124,12041561,0
2018-07-01,Sacramento,7,2018-07-15,2011987.12,2488545.33,0.236859474,3066572.41,3089354.45,0.007429154,1.524151114,1.241429848,-0.185494249,52741471,13081786,0,27618124,12041561,0
2018-07-01,Harrisburg/Scranton,7,2018-07-15,1060626.53,1525508.48,0.438308808,1482714.14,1637432.03,0.104347754,1.397960637,1.073368029,-0.232190092,52741471,13081786,0,27618124,12041561,0
2018-07-01,Northeast,7,2018-07-15,18362808.86,26250422.94,0.429542895,28075486.33,32105114.14,0.143528335,1.528932014,1.223032262,-0.200074136,52741471,13081786,0,27618124,12041561,0
2018-07-01,Southeast,7,2018-07-15,15036422.61,22023771.58,0.464694905,20629163.35,24109039.64,0.168687224,1.371946232,1.094682605,-0.202095112,52741471,13081786,0,27618124,12041561,0
2018-07-01,GrandRapids,7,2018-07-15,704510.46,1020267.49,0.44819353,1085761.23,1288391.85,0.186625396,1.541157004,1.262798102,-0.180616836,52741471,13081786,0,27618124,12041561,0
2018-07-01,SouthCentral,7,2018-07-15,24691995.44,32872411.08,0.331298281,25599834.45,26805408.63,0.047093046,1.036766531,0.815437863,-0.213479758,52741471,13081786,0,27618124,12041561,0
2018-07-01,LasVegas,7,2018-07-15,1302259.67,1641421.21,0.260440792,1657722.22,1699735.53,0.025343999,1.272958273,1.035526725,-0.186519506,52741471,13081786,0,27618124,12041561,0
2018-07-01,Hartford/Springfield,7,2018-07-15,1201005.21,1782304.47,0.484010606,1976515.86,2284405.77,0.155774065,1.645717973,1.281714661,-0.221182072,52741471,13081786,0,27618124,12041561,0
2018-07-01,SouthCarolina,7,2018-07-15,1633867.63,2156456.73,0.319847881,2133393.42,2356442.39,0.10455126,1.305732105,1.092738082,-0.1631223,52741471,13081786,0,27618124,12041561,0
2018-07-01,Louisville,7,2018-07-15,392196.44,557795.9,0.42223601,554831.54,574115.63,0.034756658,1.414677655,1.02925753,-0.272443778,52741471,13081786,0,27618124,12041561,0
2018-07-01,Baltimore/Washington,7,2018-07-15,3136114.53,3895250.47,0.242062569,4788883.73,5489140.66,0.146225503,1.527011748,1.409188113,-0.077159612,52741471,13081786,0,27618124,12041561,0
2018-07-01,Spokane,7,2018-07-15,369047.66,433086.87,0.173525582,523139.6,572852.15,0.095027312,1.417539404,1.322718812,-0.066890975,52741471,13081786,0,27618124,12041561,0
2018-07-01,Pittsburgh,7,2018-07-15,583810.8,663663.15,0.136777788,713525.05,787049.93,0.103044567,1.222185424,1.185917781,-0.02967442,52741471,13081786,0,27618124,12041561,0
2018-07-01,Charlotte,7,2018-07-15,928896.36,1162204.43,0.251166955,1272611.75,1482143.02,0.164646657,1.370025554,1.275285984,-0.069151681,52741471,13081786,0,27618124,12041561,0
2018-07-01,Portland,7,2018-07-15,2666488.29,3053048.14,0.144969641,3336260.98,3482576.18,0.043856042,1.251181561,1.140688263,-0.088311162,52741471,13081786,0,27618124,12041561,0
2018-07-01,Midsouth,7,2018-07-15,13000685.64,16708947.01,0.285235831,17516170.14,19810645.43,0.130991836,1.347326643,1.185630993,-0.120012212,52741471,13081786,0,27618124,12041561,0
2018-07-01,Atlanta,7,2018-07-15,2088769.99,3041629.92,0.456182315,2752210.54,2941451.31,0.068759554,1.317622598,0.967064169,-0.266053747,52741471,13081786,0,27618124,12041561,0
2018-07-01,Plains,7,2018-07-15,8030745.97,10050962.08,0.251560206,11379379.89,10984479.03,-0.034703197,1.416976696,1.092878368,-0.228725235,52741471,13081786,0,27618124,12041561,0
2018-07-01,Jacksonville,7,2018-07-15,691688.62,1056178.4,0.52695645,1012479.83,1111227.54,0.097530545,1.4637798,1.052121062,-0.281229962,52741471,13081786,0,27618124,12041561,0
2018-07-01,Boston,7,2018-07-15,2160131.02,3481202.63,0.611570131,3626318.12,4345551.8,0.198337172,1.678749153,1.248290393,-0.256416367,52741471,13081786,0,27618124,12041561,0
2018-07-01,Orlando,7,2018-07-15,1500470.41,2231165.36,0.486977247,2119516.31,2488758.71,0.174210691,1.412567883,1.11545238,-0.21033715,52741471,13081786,0,27618124,12041561,0
2018-07-01,Cincinnati/Dayton,7,2018-07-15,1081974.91,1421784.95,0.314064621,1554025.19,1371350.93,-0.117549098,1.436285792,0.964527673,-0.328456997,52741471,13081786,0,27618124,12041561,0
2018-07-01,Phoenix/Tucson,7,2018-07-15,4151273.65,5410714.65,0.303386649,3860548.31,3952134.49,0.02372362,0.929967195,0.730427447,-0.214566437,52741471,13081786,0,27618124,12041561,0
2018-07-01,Buffalo/Rochester,7,2018-07-15,707838.62,890916.37,0.258643347,947154.09,1015259.9,0.071905734,1.338093265,1.139568128,-0.1483642,52741471,13081786,0,27618124,12041561,0
2018-07-01,Dallas/FtWorth,7,2018-07-15,5033565.57,6664780.82,0.324067548,5077644.09,5288740.29,0.04157365,1.008756918,0.793535516,-0.213353086,52741471,13081786,0,27618124,12041561,0
2018-07-01,SanFrancisco,7,2018-07-15,3096570.1,4465792.84,0.442173985,5196976.06,5325836.47,0.024795267,1.678300795,1.192584757,-0.289409407,52741471,13081786,0,27618124,12041561,0
2018-07-01,California,7,2018-07-15,24203985.06,29701155.59,0.227118407,34366419.06,33005486.03,-0.039600664,1.419866149,1.111252588,-0.217353981,52741471,13081786,0,27618124,12041561,0
2018-07-01,Columbus,7,2018-07-15,865706.16,1105047.1,0.276469027,972525.75,987636.57,0.015537707,1.123390124,0.893750656,-0.204416492,52741471,13081786,0,27618124,12041561,0
2018-07-01,Syracuse,7,2018-07-15,331100.98,417328.12,0.260425505,447183.86,491819.62,0.09981523,1.350596607,1.178496239,-0.12742544,52741471,13081786,0,27618124,12041561,0
2018-07-01,WestTex/NewMexico,7,2018-07-15,3765357.71,4309779.2,0.144586924,3604875,3677998.66,0.020284659,0.95737916,0.853407678,-0.108600109,52741471,13081786,0,27618124,12041561,0
2018-07-01,Chicago,7,2018-07-15,3677464.77,4108648.01,0.117250135,5591529.69,4614703.5,-0.174697488,1.52048491,1.123168373,-0.261309096,52741471,13081786,0,27618124,12041561,0
2018-07-01,Albany,7,2018-07-15,413702.81,553999.33,0.339123923,577960.35,690191.88,0.194185518,1.39704236,1.245835225,-0.108233751,52741471,13081786,0,27618124,12041561,0
2018-07-01,Raleigh/Greensboro,7,2018-07-15,1253981.83,1568399.54,0.250735459,1600969.8,1917648.31,0.197804175,1.27670893,1.222678445,-0.042320128,52741471,13081786,0,27618124,12041561,0
2018-07-01,Tampa,7,2018-07-15,1571470.76,2371309.28,0.508974485,2195530.11,2759391.29,0.25682234,1.397118016,1.163657273,-0.167101662,52741471,13081786,0,27618124,12041561,0
2018-07-01,TotalUS,7,2018-07-15,143917247.1,189139716.2,0.314225501,190555568.8,201311483.3,0.056445028,1.324063465,1.064353312,-0.196146303,52741471,13081786,0,27618124,12041561,0
2018-08-01,SouthCentral,8,2018-08-12,23794593.79,27613630.04,0.160500166,25186971.67,25605501.4,0.016616914,1.058516564,0.927277629,-0.123983827,56626601,7234836,0,34221295,15170470,0
2018-08-01,NorthernNewEngland,8,2018-08-12,2186614.76,2845470.24,0.301313012,3056116.39,3608189.55,0.180645332,1.39764738,1.268046841,-0.092727637,56626601,7234836,0,34221295,15170470,0
2018-08-01,Columbus,8,2018-08-12,700078.06,973529.94,0.390601985,936239.36,986662.86,0.053857488,1.337335668,1.013490001,-0.242157354,56626601,7234836,0,34221295,15170470,0
2018-08-01,TotalUS,8,2018-08-12,135885639.5,169496745.6,0.247348479,181254600.9,192646861.8,0.062852258,1.333876056,1.136581479,-0.147910727,56626601,7234836,0,34221295,15170470,0
2018-08-01,Baltimore/Washington,8,2018-08-12,3081050.35,3727815.92,0.209917235,4490113.71,4947253.47,0.101810286,1.457332143,1.327118499,-0.089350698,56626601,7234836,0,34221295,15170470,0
2018-08-01,Buffalo/Rochester,8,2018-08-12,668085.21,769774.07,0.152209417,876980.73,901411.65,0.02785799,1.312677959,1.171008073,-0.107924328,56626601,7234836,0,34221295,15170470,0
2018-08-01,SouthCarolina,8,2018-08-12,1516862.13,1920968.63,0.266409512,2038174.15,2190878.23,0.074921998,1.343677919,1.140507032,-0.15120505,56626601,7234836,0,34221295,15170470,0
2018-08-01,Houston,8,2018-08-12,4824000.35,5976535.73,0.238916935,4868007.24,4870725.63,0.000558419,1.009122489,0.814974736,-0.192392653,56626601,7234836,0,34221295,15170470,0
2018-08-01,Nashville,8,2018-08-12,974712.05,1177858.77,0.208417163,1114232.34,1187629.89,0.065872751,1.143140007,1.008295663,-0.117959605,56626601,7234836,0,34221295,15170470,0
2018-08-01,Harrisburg/Scranton,8,2018-08-12,1048062.83,1428122.55,0.362630664,1426470.3,1527889.02,0.071097674,1.361054184,1.06985848,-0.213948649,56626601,7234836,0,34221295,15170470,0
2018-08-01,Charlotte,8,2018-08-12,887878.49,1089464.26,0.22704207,1288871.3,1445605.03,0.121605416,1.451630279,1.326895322,-0.085927497,56626601,7234836,0,34221295,15170470,0
2018-08-01,Orlando,8,2018-08-12,1412394.7,2019241.62,0.429658168,1990481.46,2461686.87,0.236729364,1.409295475,1.219114565,-0.134947506,56626601,7234836,0,34221295,15170470,0
2018-08-01,NewYork,8,2018-08-12,5706217.96,8024432.36,0.406261103,8821132.05,9703094.68,0.09998293,1.545880671,1.209193902,-0.217796092,56626601,7234836,0,34221295,15170470,0
2018-08-01,NewOrleans/Mobile,8,2018-08-12,1021809.4,1194858.54,0.169355596,1398707.36,1405856.86,0.005111505,1.368853487,1.176588536,-0.140456925,56626601,7234836,0,34221295,15170470,0
2018-08-01,Northeast,8,2018-08-12,18146584.99,24239794.68,0.335777211,26584428.46,28999165.31,0.090832754,1.464982446,1.196345336,-0.183372238,56626601,7234836,0,34221295,15170470,0
2018-08-01,Cincinnati/Dayton,8,2018-08-12,1005026.62,1267902.71,0.261561321,1463372.8,1418928.2,-0.030371345,1.456053771,1.119114415,-0.231405847,56626601,7234836,0,34221295,15170470,0
2018-08-01,Chicago,8,2018-08-12,2955710.28,3200710.65,0.082890523,5030897.68,4441608.35,-0.117134032,1.70209432,1.387694433,-0.184713552,56626601,7234836,0,34221295,15170470,0
2018-08-01,Seattle,8,2018-08-12,2039206.48,2545861.76,0.248457076,3555616.85,3917442.96,0.101761839,1.743627673,1.538749284,-0.117501226,56626601,7234836,0,34221295,15170470,0
2018-08-01,LosAngeles,8,2018-08-12,10739623.18,12503961.73,0.164283096,14348768.56,13753963.86,-0.041453362,1.336058847,1.099968487,-0.176706558,56626601,7234836,0,34221295,15170470,0
2018-08-01,Roanoke,8,2018-08-12,550200.56,801042.25,0.455909551,709917.51,839983.26,0.183212483,1.290288599,1.048612929,-0.187303577,56626601,7234836,0,34221295,15170470,0
2018-08-01,Atlanta,8,2018-08-12,2119553.69,2874372.92,0.356121779,2849448.7,2867048.49,0.00617656,1.344362596,0.997451816,-0.258048521,56626601,7234836,0,34221295,15170470,0
2018-08-01,Detroit,8,2018-08-12,1384072.84,2135524.75,0.542928008,1937928.79,2287441.25,0.180353614,1.400163874,1.071137785,-0.234991129,56626601,7234836,0,34221295,15170470,0
2018-08-01,Sacramento,8,2018-08-12,1917521.82,2213212.08,0.154204378,2778266.51,3045763.51,0.09628198,1.448883909,1.376173362,-0.050183832,56626601,7234836,0,34221295,15170470,0
2018-08-01,Louisville,8,2018-08-12,385343.49,513947.87,0.333739594,523680.02,557617.8,0.06480633,1.358995373,1.084969571,-0.20163851,56626601,7234836,0,34221295,15170470,0
2018-08-01,WestTex/NewMexico,8,2018-08-12,3589166.76,3809783.81,0.061467484,3456925.91,3408560.65,-0.013990829,0.963155557,0.894686108,-0.071088671,56626601,7234836,0,34221295,15170470,0
2018-08-01,Hartford/Springfield,8,2018-08-12,1141728.89,1504796.51,0.317998102,1810809.23,1916984.65,0.058634238,1.586023833,1.273916199,-0.196786219,56626601,7234836,0,34221295,15170470,0
2018-08-01,Midsouth,8,2018-08-12,12468983.32,15512220.75,0.2440646,16901446.12,18682737.56,0.105392842,1.355479086,1.204388325,-0.111466686,56626601,7234836,0,34221295,15170470,0
2018-08-01,Denver,8,2018-08-12,3116625.11,3618547.93,0.161046902,4051203.4,4272388.69,0.054597429,1.29986869,1.180691474,-0.091684042,56626601,7234836,0,34221295,15170470,0
2018-08-01,Jacksonville,8,2018-08-12,656460.26,936436.67,0.426494073,957298.03,1055552.07,0.102636835,1.45827263,1.1272007,-0.227030202,56626601,7234836,0,34221295,15170470,0
2018-08-01,California,8,2018-08-12,22785065.44,27099372.19,0.189348008,31842819.48,32935500.04,0.034314818,1.397530306,1.21536026,-0.13035141,56626601,7234836,0,34221295,15170470,0
2018-08-01,Albany,8,2018-08-12,417671.3,580631.47,0.390163677,572604.86,668950.65,0.168258771,1.370946148,1.152108841,-0.159625021,56626601,7234836,0,34221295,15170470,0
2018-08-01,Portland,8,2018-08-12,2273318.93,2825257.2,0.242789634,3317752.49,3523743.55,0.062087531,1.459431163,1.247229297,-0.145400394,56626601,7234836,0,34221295,15170470,0
2018-08-01,SanFrancisco,8,2018-08-12,3182664.84,3950932.9,0.241391444,4702518.11,5709487.13,0.214134001,1.4775411,1.44509848,-0.021957169,56626601,7234836,0,34221295,15170470,0
2018-08-01,Dallas/FtWorth,8,2018-08-12,4943099.53,5534456.82,0.119632892,5017101.78,5119245.66,0.02035914,1.014970819,0.924977071,-0.08866634,56626601,7234836,0,34221295,15170470,0
2018-08-01,Tampa,8,2018-08-12,1487355.62,2063754.21,0.387532465,2098856.71,2714184.13,0.293172667,1.411133075,1.315168307,-0.06800547,56626601,7234836,0,34221295,15170470,0
2018-08-01,Plains,8,2018-08-12,7334754.38,8693611.22,0.18526276,10519514.84,10203696.19,-0.030022169,1.434201378,1.173700541,-0.18163477,56626601,7234836,0,34221295,15170470,0
2018-08-01,SanDiego,8,2018-08-12,1923519.06,2265131.47,0.177597622,2738063.39,2585336.9,-0.055779019,1.423465692,1.141362845,-0.198180292,56626601,7234836,0,34221295,15170470,0
2018-08-01,Indianapolis,8,2018-08-12,700253.93,915009.19,0.306681977,981325.64,1000382.12,0.01941912,1.401385409,1.093302812,-0.219841448,56626601,7234836,0,34221295,15170470,0
2018-08-01,Miami/FTLauderdale,8,2018-08-12,2190763.82,3033501.17,0.384677409,3210379.6,4129872.79,0.286412607,1.465415656,1.361421196,-0.070965845,56626601,7234836,0,34221295,15170470,0
2018-08-01,Syracuse,8,2018-08-12,314223.97,395813.32,0.259653489,419712.48,453812.99,0.08124731,1.335711213,1.146532891,-0.141631155,56626601,7234836,0,34221295,15170470,0
2018-08-01,LasVegas,8,2018-08-12,1245731.55,1691520.22,0.357852918,1580904.54,1732323.39,0.095779882,1.269057158,1.024122189,-0.193005467,56626601,7234836,0,34221295,15170470,0
2018-08-01,Phoenix/Tucson,8,2018-08-12,3930688.27,5248816.71,0.335342909,3749500.5,4163312.48,0.110364562,0.953904315,0.793190677,-0.168479831,56626601,7234836,0,34221295,15170470,0
2018-08-01,Boise,8,2018-08-12,297397.99,403269.58,0.355992957,460472.86,525497.44,0.141212622,1.548338844,1.30309219,-0.1583934,56626601,7234836,0,34221295,15170470,0
2018-08-01,GrandRapids,8,2018-08-12,598046.5,940024.66,0.571825368,947308.01,1151484.56,0.215533436,1.584003936,1.224951439,-0.226673993,56626601,7234836,0,34221295,15170470,0
2018-08-01,Raleigh/Greensboro,8,2018-08-12,1192425.55,1469466.42,0.232333893,1616462.9,1878695.79,0.162226359,1.355609078,1.278488412,-0.056890048,56626601,7234836,0,34221295,15170470,0
2018-08-01,StLouis,8,2018-08-12,712871.65,893986.96,0.254064403,1046211.66,1091311.41,0.043107673,1.46760172,1.220724081,-0.168218418,56626601,7234836,0,34221295,15170470,0
2018-08-01,Philadelphia,8,2018-08-12,1851721.85,2449898.92,0.323038295,2649463.06,2769088.92,0.045150982,1.430810497,1.130287008,-0.210037241,56626601,7234836,0,34221295,15170470,0
2018-08-01,Spokane,8,2018-08-12,314524.05,416603.18,0.324551111,500623.2,571602.43,0.141781743,1.59168496,1.372054889,-0.137985893,56626601,7234836,0,34221295,15170470,0
2018-08-01,Pittsburgh,8,2018-08-12,523917.65,693984.49,0.324606052,662716.75,751820.33,0.134451981,1.264925413,1.083338808,-0.143555188,56626601,7234836,0,34221295,15170470,0
2018-08-01,Southeast,8,2018-08-12,14381327.77,19441398.37,0.351850029,20001870.4,23060446.84,0.152914521,1.390822233,1.186151654,-0.147157971,56626601,7234836,0,34221295,15170470,0
2018-08-01,GreatLakes,8,2018-08-12,13325719.75,17204336.7,0.291062473,19675119.73,19992921.54,0.016152471,1.476477076,1.162086158,-0.212933152,56626601,7234836,0,34221295,15170470,0
2018-08-01,Richmond/Norfolk,8,2018-08-12,1044217.88,1278167.13,0.224042563,1312291.77,1408564.59,0.073362359,1.256722179,1.1020191,-0.123100461,56626601,7234836,0,34221295,15170470,0
2018-08-01,West,8,2018-08-12,23648610.01,29692381.65,0.255565618,30542430.4,33166893,0.085928414,1.291510596,1.11701693,-0.135108195,56626601,7234836,0,34221295,15170470,0
2018-08-01,Boston,8,2018-08-12,2422818.68,3187042.89,0.315427736,3580043.64,3963353.66,0.107068533,1.477635809,1.243583408,-0.158396541,56626601,7234836,0,34221295,15170470,0
2018-09-01,Denver,9,2018-09-09,3165313.38,3622395.87,0.14440355,4159314.05,4454219.25,0.070902364,1.31402915,1.229633483,-0.064226632,44091358,3157120,1505218,30089700,9339320,0
2018-09-01,SanDiego,9,2018-09-09,1543486.13,1970546.03,0.276685285,2614797.84,2815245.26,0.076658859,1.694085738,1.428662522,-0.156676378,44091358,3157120,1505218,30089700,9339320,0
2018-09-01,Charlotte,9,2018-09-09,876480.21,1117813.94,0.275344186,1461829.52,1533368.96,0.048938292,1.667840875,1.371756878,-0.177525327,44091358,3157120,1505218,30089700,9339320,0
2018-09-01,Syracuse,9,2018-09-09,285805.77,369133.29,0.291552966,408199.4,437394.67,0.07152208,1.428240585,1.184923392,-0.170361489,44091358,3157120,1505218,30089700,9339320,0
2018-09-01,Harrisburg/Scranton,9,2018-09-09,956680.49,1430401.25,0.49517134,1412508.83,1567283.09,0.109574012,1.476468732,1.095694715,-0.257895077,44091358,3157120,1505218,30089700,9339320,0
2018-09-01,Seattle,9,2018-09-09,1990532.42,2235099.84,0.122865329,3647161.91,3724492.42,0.021202928,1.832254463,1.666365123,-0.090538374,44091358,3157120,1505218,30089700,9339320,0
2018-09-01,SanFrancisco,9,2018-09-09,2596224.33,3676070.37,0.415929405,4992397.63,5501531.26,0.101981787,1.922945399,1.496579419,-0.221725474,44091358,3157120,1505218,30089700,9339320,0
2018-09-01,Nashville,9,2018-09-09,845947.03,1129883.79,0.335643663,1086519.73,1263559.95,0.162942481,1.284382699,1.118309654,-0.12930184,44091358,3157120,1505218,30089700,9339320,0
2018-09-01,Chicago,9,2018-09-09,2574562.47,2804304.13,0.089235225,5042026.53,4753791.04,-0.057166595,1.958401316,1.695176707,-0.134407901,44091358,3157120,1505218,30089700,9339320,0
2018-09-01,Orlando,9,2018-09-09,1205940.88,1823824.22,0.512366195,1999641.84,2444437.76,0.222437794,1.658159096,1.340281444,-0.191705158,44091358,3157120,1505218,30089700,9339320,0
